ANO,MES,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO_TRATOR,CAMINHONETE,CAMIONETA,CHASSI_PLATAF,CICLOMOTOR,MICRO_ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,OUTROS,QUADRICICLO,REBOQUE,SEMI_REBOQUE,SIDE_CAR,TRATOR_ESTEI,TRATOR_RODAS,TRICICLO,UTILITARIO
2018,6,ASSARE,5814,1015,0,129,1,423,43,0,6,54,3812,263,16,0,0,37,2,0,0,0,1,12
2018,6,AURORA,5424,1136,0,119,20,362,28,0,0,31,3513,137,21,1,0,24,18,0,0,0,0,14
2018,6,BAIXIO,1525,497,0,26,0,117,32,0,0,22,747,57,19,0,0,5,0,0,0,0,0,3
2018,6,BANABUIU,3930,811,0,217,0,268,27,0,1,11,2310,228,30,0,0,18,1,0,0,0,1,7
2018,6,BARBALHA,19821,6173,0,421,81,1473,274,0,84,120,9746,913,109,0,0,188,141,1,0,0,6,91
2018,6,BARREIRA,6549,2054,0,172,4,400,49,0,1,12,3436,291,25,0,0,82,12,0,0,0,1,10
2018,6,BARRO,4886,1419,0,114,11,342,72,0,4,37,2446,319,20,1,0,85,7,0,0,0,0,9
2018,6,BARROQUINHA,2913,418,0,64,0,268,29,0,0,47,1811,252,9,0,0,10,0,0,0,0,0,5
2018,6,BATURITE,10063,2472,0,236,1,534,123,0,25,27,5992,483,43,0,0,89,1,1,0,0,12,24
2018,6,BEBERIBE,12106,5298,0,336,41,890,223,0,22,88,4538,211,103,0,0,205,73,0,0,0,2,76
2018,6,BELA CRUZ,7913,1601,0,149,5,578,45,0,0,18,4870,543,46,0,0,29,5,0,0,0,3,21
2018,6,BOA VIAGEM,19167,3425,0,645,15,909,90,0,1,39,12888,914,93,0,0,71,20,0,0,0,9,48
2018,6,BREJO SANTO,19527,5275,0,595,27,1952,237,0,18,102,9642,1254,72,0,0,212,22,1,0,1,18,99
2018,6,CAMOCIM,17557,3574,0,253,12,1297,154,0,7,56,9615,2297,42,1,0,105,15,0,0,0,12,117
2018,6,CAMPOS SALES,10973,2102,0,276,12,721,58,0,4,102,6984,531,67,0,0,84,15,0,0,0,2,15
2018,6,CANINDE,25794,5388,0,641,16,1252,206,0,754,86,15518,1434,207,0,0,197,27,1,0,0,10,57
2018,6,CAPISTRANO,3912,973,0,80,0,187,24,0,2,11,2425,153,24,0,0,27,0,0,0,0,1,5
2018,6,CARIDADE,4387,1031,0,87,3,203,33,0,9,10,2879,63,20,0,0,30,4,0,0,0,2,13
2018,6,CARIRE,4949,904,0,95,1,219,32,0,9,15,3354,253,32,0,0,23,1,0,0,0,3,8
2018,6,CARIRIACU,7661,1553,0,104,2,663,38,0,4,46,4880,298,15,0,0,43,6,0,0,0,0,9
2018,6,CARIUS,4398,695,0,59,10,305,18,0,2,27,2776,464,8,0,0,14,11,0,0,0,0,9
2018,6,CARNAUBAL,4257,1128,0,85,3,293,41,0,3,33,1987,649,14,0,0,9,3,0,0,0,0,9
2018,6,CASCAVEL,19990,8468,0,565,19,1125,324,0,148,90,7608,1014,181,2,0,268,25,1,0,1,6,145
2018,6,CATARINA,3546,519,0,59,0,236,24,0,1,4,2547,141,2,0,0,4,0,0,0,0,0,9
2018,6,CATUNDA,2123,457,0,53,1,101,15,0,1,14,1329,135,8,0,0,3,1,0,0,0,0,5
2018,6,CAUCAIA,90519,41760,0,2139,264,4727,2044,1,157,354,35645,661,470,2,0,1190,413,6,0,2,43,641
2018,6,CEDRO,8413,1576,0,136,5,453,55,0,0,50,5381,655,45,0,0,40,5,0,0,0,3,9
2018,6,CHAVAL,2485,299,0,42,0,138,17,0,0,24,1555,383,11,0,0,12,0,0,0,0,0,4
2018,6,CHORO,2839,488,0,81,1,86,29,0,3,18,1969,52,104,0,0,3,0,0,0,0,1,4
2018,6,CHOROZINHO,5779,2540,0,155,35,406,111,0,22,23,2121,136,45,0,0,102,61,0,0,1,3,18
2018,6,COREAU,5378,1076,0,113,4,250,43,0,4,20,3110,671,45,0,0,22,3,0,0,0,3,14
2018,6,CRATEUS,31358,6667,0,446,17,1927,241,0,19,117,17546,3953,133,2,0,144,24,1,0,0,14,107
2018,6,CRATO,50631,17141,0,1181,122,3484,647,0,291,260,23089,3461,158,0,0,366,163,1,0,1,22,244
2018,6,CROATA,4979,1143,0,80,0,337,32,0,1,32,2858,454,17,0,0,13,0,0,0,0,1,11
2018,6,CRUZ,9384,2119,0,215,9,928,91,0,0,29,4706,1017,121,0,0,52,15,0,0,0,1,81
2018,6,DEPUTADO IRAPUAN PINHEIRO,2862,443,0,29,0,144,14,0,0,9,2151,45,15,0,0,11,0,0,0,0,1,0
2018,6,ERERE,1144,169,0,9,0,59,7,0,2,4,819,62,6,0,0,4,2,0,0,0,0,1
2018,6,EUSEBIO,23950,10534,0,1761,422,2128,895,0,76,73,6017,127,144,3,0,494,495,0,0,8,17,756
2018,6,FARIAS BRITO,4355,810,0,138,2,343,33,0,2,36,2780,156,24,0,0,16,3,0,0,0,1,11
2018,6,FORQUILHA,6907,1433,0,161,17,223,37,0,17,27,4150,718,53,0,0,31,23,0,0,0,5,12
2018,6,FORTALEZA,1081045,584840,0,22165,3997,68750,37688,99,1730,3396,292227,9603,7080,84,0,18700,6739,246,0,198,530,22973
2018,6,FORTIM,3475,1417,0,54,4,276,71,0,17,26,1263,242,26,1,0,54,6,0,0,0,0,18
2018,6,FRECHEIRINHA,5451,862,0,106,14,192,37,0,4,23,3180,940,34,0,0,27,18,0,0,0,1,13
2018,6,GENERAL SAMPAIO,1599,324,0,36,0,73,12,0,0,5,1092,39,9,0,0,6,0,0,0,0,1,2
2018,6,GRACA,3992,540,0,36,0,165,29,0,6,18,2774,394,14,0,0,8,0,0,0,0,0,8
2018,6,GRANJA,9816,1579,0,263,8,927,96,0,2,158,5965,681,47,0,0,46,8,0,0,0,5,31
2018,6,GRANJEIRO,523,156,0,17,0,54,2,0,0,4,273,13,2,0,0,1,0,0,0,0,0,1
2018,6,GROAIRAS,4855,700,0,81,0,150,14,0,1,22,3298,525,33,0,0,18,0,0,0,0,4,9
2018,6,GUAIUBA,4083,1300,0,104,3,188,78,0,3,29,2257,44,13,0,0,41,4,0,0,0,0,19
2018,6,GUARACIABA DO NORTE,15590,3938,0,511,4,1160,92,0,6,63,7448,2134,39,0,0,97,9,0,0,0,6,83
2018,6,GUARAMIRANGA,1766,433,0,40,0,93,24,0,0,3,1068,72,12,0,0,12,0,0,0,0,0,9
2018,6,HIDROLANDIA,5655,1074,0,190,0,279,29,0,6,26,3299,693,21,0,0,21,0,0,0,0,0,17
2018,6,HORIZONTE,20992,8047,0,564,116,1028,423,0,118,91,9135,898,111,0,0,241,62,0,0,6,7,145
2018,6,IBARETAMA,2880,690,0,160,2,108,31,0,0,7,1762,65,26,1,0,17,4,0,0,0,0,7
2018,6,IBIAPINA,7051,1930,0,219,0,468,60,0,4,29,3577,663,31,0,0,35,2,0,0,0,5,28
2018,6,IBICUITINGA,3198,680,0,93,4,147,17,0,0,8,2106,102,22,0,0,8,4,0,0,0,2,5
2018,6,ICAPUI,6515,918,0,123,43,295,35,0,5,25,4065,854,67,0,0,29,34,0,0,0,0,22
2018,6,ICO,23351,4405,0,408,30,1176,148,0,17,108,14279,2502,103,1,0,98,37,0,0,0,1,38
2018,6,IGUATU,48543,11075,0,1113,88,2774,549,0,406,80,26000,5566,175,2,0,353,141,2,0,0,15,204
2018,6,INDEPENDENCIA,10046,1598,0,271,10,723,51,0,0,7,6265,1027,27,2,0,39,7,0,0,0,0,19
2018,6,IPAPORANGA,3730,517,0,39,0,202,21,0,4,12,2705,213,11,0,0,5,0,0,0,0,0,1
2018,6,IPAUMIRIM,9488,3641,0,302,11,1056,181,0,2,72,3668,398,40,0,0,85,13,0,0,0,1,18
2018,6,IPU,14118,3148,0,342,7,868,79,0,3,31,6945,2525,31,0,0,76,13,0,0,0,2,48
2018,6,IPUEIRAS,11074,1934,0,111,1,899,88,0,0,51,7096,811,14,0,0,35,1,0,0,0,1,32
2018,6,IRACEMA,5303,853,0,69,2,261,35,0,2,19,3754,239,30,0,0,28,1,0,0,0,1,9
2018,6,IRAUCUBA,4819,944,0,123,2,213,44,0,1,27,3107,280,45,0,0,16,2,0,0,0,4,11
2018,6,ITAICABA,2777,628,0,39,0,129,26,0,11,4,1701,183,15,0,0,32,5,0,0,0,0,4
2018,6,ITAITINGA,11584,4133,0,475,94,555,189,0,15,72,5371,302,84,0,0,131,113,1,0,1,3,45
2018,6,ITAPAJE,15426,3267,0,380,10,739,99,1,2,49,9755,899,59,1,0,94,6,2,0,0,6,57
2018,6,ITAPIPOCA,36943,7594,0,1027,22,2196,297,1,44,103,21761,3265,140,2,0,260,29,5,0,0,8,189
2018,6,ITAPIUNA,3765,901,0,73,0,176,32,0,1,12,2399,118,33,0,0,15,0,0,0,0,1,4
2018,6,ITAREMA,8862,1919,0,165,5,1039,88,0,0,21,4869,616,54,0,0,39,9,1,0,0,2,35
2018,6,ITATIRA,4532,1042,0,223,2,242,38,0,4,19,2782,109,49,0,0,12,1,0,0,0,0,9
2018,6,JAGUARETAMA,5481,884,0,174,2,370,39,0,0,16,3658,284,27,0,0,16,2,1,0,0,2,6
2018,6,JAGUARIBARA,4438,786,0,117,5,314,30,0,4,17,2599,498,17,0,0,38,6,0,0,0,1,6
2018,6,JAGUARIBE,13722,2715,0,416,50,943,67,0,9,64,8179,1014,34,0,0,121,65,0,0,0,8,37
2018,6,JAGUARUANA,11531,1901,0,300,19,474,74,0,6,35,7370,1179,29,0,0,86,18,0,0,0,11,29
2018,6,JARDIM,8344,1868,0,186,10,817,85,0,5,87,4831,343,43,0,0,44,13,0,0,0,0,12
2018,6,JATI,2279,786,0,61,3,195,15,0,0,148,935,74,21,0,0,16,20,0,0,0,0,5
2018,6,JIJOCA DE JERICOACOARA,8367,1732,0,108,1,1191,122,0,0,21,4333,581,22,0,0,51,1,0,0,0,5,199
2018,6,JUAZEIRO DO NORTE,117150,37122,0,2105,164,7875,1497,0,918,213,54578,10041,315,4,0,1280,255,20,0,1,41,721
2018,6,JUCAS,6611,978,0,138,5,383,35,0,8,6,4419,542,38,4,0,35,6,0,0,0,3,11
2018,6,LAVRAS DA MANGABEIRA,6696,1518,0,133,9,407,62,0,1,32,4151,301,40,0,0,17,9,0,0,0,1,15
2018,6,LIMOEIRO DO NORTE,30585,7824,0,840,173,1434,241,0,51,45,13620,5547,164,0,0,322,183,4,0,0,3,134
2018,6,MADALENA,4268,927,0,191,3,170,19,0,4,12,2750,121,36,0,0,20,2,0,0,0,1,12
2018,6,MARACANAU,70118,32301,0,2296,500,3679,1424,1,285,258,26012,492,447,4,0,1108,781,0,0,11,37,482
2018,6,MARANGUAPE,25789,10273,0,722,44,1397,519,3,27,181,11506,238,315,0,0,344,53,2,0,0,10,155
2018,6,MARCO,7494,1432,0,325,23,634,50,0,2,17,4411,430,31,0,0,46,36,0,0,0,17,40
2018,6,MARTINOPOLE,2245,336,0,46,1,130,18,0,0,24,1439,237,3,0,0,7,1,0,0,0,1,2
2018,6,MASSAPE,9276,1715,0,129,10,306,47,0,7,41,5945,905,113,0,0,21,16,0,0,0,0,21
2018,6,MAURITI,11791,2842,0,190,11,1009,69,0,1,76,6792,604,74,0,0,84,11,0,0,0,7,21
2018,6,MERUOCA,3976,619,0,49,1,228,19,0,0,25,2569,420,25,0,0,10,2,0,0,0,0,9
2018,6,MILAGRES,6489,2080,0,134,3,396,73,0,3,81,3098,450,33,0,0,113,9,0,0,0,1,15
2018,6,MILHA,5080,809,0,103,5,235,26,0,3,17,3663,155,33,0,0,21,5,0,0,0,1,4
2018,6,MIRAIMA,2244,379,0,34,0,110,6,0,0,6,1599,90,13,0,0,3,0,0,0,0,0,4
2018,6,MISSAO VELHA,11066,2749,0,278,35,1114,85,0,5,76,6029,284,34,0,0,311,43,0,0,0,4,19
2018,6,MOMBACA,11798,2281,0,292,3,745,126,0,10,40,7313,856,44,4,0,40,5,0,0,0,4,35
2018,6,MONSENHOR TABOSA,5273,893,0,105,0,266,31,0,0,10,3616,319,9,1,0,16,0,0,0,0,0,7
2018,6,MORADA NOVA,23188,5580,0,613,49,1213,220,0,45,79,12381,2590,136,0,0,181,55,0,0,0,1,45
2018,6,MORAUJO,2076,410,0,26,0,85,14,0,1,7,1376,140,10,0,0,2,0,0,0,0,0,5
2018,6,MORRINHOS,5138,1153,0,117,2,307,31,0,0,18,2826,604,28,0,0,24,2,0,0,0,3,23
2018,6,MUCAMBO,4667,731,0,44,0,200,14,0,0,20,2767,850,16,0,0,14,0,0,0,0,1,10
2018,6,MULUNGU,2335,460,0,73,1,111,9,0,0,8,1550,92,14,0,0,15,0,0,0,0,0,2
2018,6,NOVA OLINDA,4111,901,0,133,9,271,45,0,3,30,2403,253,16,0,0,33,10,0,0,0,1,3
2018,6,NOVA RUSSAS,11711,2499,0,224,4,532,72,0,31,39,7191,1005,15,0,0,56,5,0,0,0,2,36
2018,6,NOVO ORIENTE,11297,1627,0,84,2,633,62,0,2,42,7512,1236,25,2,0,49,0,0,0,0,3,18
2018,6,OCARA,6747,1977,0,209,9,363,52,0,0,14,3813,162,60,0,0,63,16,0,0,0,0,9
2018,6,OROS,6223,1149,0,159,4,547,39,0,1,32,3769,453,33,0,0,17,5,0,0,0,0,15
2018,6,PACAJUS,22870,9575,0,762,66,1175,450,0,102,106,8341,1529,170,0,0,416,65,3,0,0,4,106
2018,6,PACATUBA,15551,6778,0,287,34,631,293,1,82,89,6842,121,44,1,0,240,44,1,0,0,9,54
2018,6,PACOTI,3009,630,0,117,1,149,19,0,2,6,1984,71,16,0,0,11,1,0,0,0,1,1
2018,6,PACUJA,1951,372,0,25,18,87,8,1,0,4,1181,220,9,0,0,7,17,0,0,0,2,0
2018,6,PALHANO,3660,762,0,93,0,181,49,0,1,16,2308,188,15,0,0,31,1,0,0,0,6,9
2018,6,PALMACIA,2080,479,0,50,0,108,17,0,0,14,1338,39,22,0,0,12,0,0,0,0,0,1
2018,6,PARACURU,9010,3459,0,237,9,562,160,0,71,25,3971,277,44,0,0,112,15,2,0,0,5,61
2018,6,PARAIPABA,8600,2481,0,315,27,431,81,0,6,18,4627,428,37,0,0,77,35,0,0,0,2,35
2018,6,PARAMBU,10395,1599,0,266,16,561,30,0,2,14,6928,889,24,1,0,24,32,0,0,0,1,8
2018,6,PARAMOTI,2841,577,0,70,1,137,16,0,5,8,1938,53,20,0,0,11,0,0,0,0,1,4
2018,6,PEDRA BRANCA,14154,2403,0,613,3,682,90,0,2,42,9063,1122,45,2,0,58,4,0,0,0,5,20
2018,6,PENAFORTE,3422,780,0,101,1,254,27,0,1,59,1988,152,26,1,0,22,3,0,0,0,4,3
2018,6,PENTECOSTE,11776,2584,0,311,3,548,103,0,2,25,6899,1144,34,2,0,60,4,2,0,0,1,54
2018,6,PEREIRO,10376,1067,0,110,4,358,17,0,4,15,8454,274,33,1,0,16,4,0,0,0,1,18
2018,6,PINDORETAMA,5165,2088,0,191,5,393,85,0,10,17,2129,68,39,0,0,104,6,1,0,0,0,29
2018,6,PIQUET CARNEIRO,3981,660,0,67,3,243,35,0,0,7,2713,195,16,0,0,31,3,0,0,0,1,7
2018,6,PIRES FERREIRA,2346,411,0,25,0,136,14,0,4,13,1487,238,7,0,0,5,0,0,0,0,0,6
2018,6,PORANGA,3430,481,0,30,0,311,20,0,1,12,2286,271,7,0,0,6,1,0,0,0,0,4
2018,6,PORTEIRAS,4219,1029,0,75,0,406,44,0,0,460,1937,153,85,0,0,23,3,0,0,0,0,4
2018,6,POTENGI,2349,449,0,79,5,176,20,0,0,8,1507,61,11,0,0,24,5,0,0,0,0,4
2018,6,POTIRETAMA,1798,301,0,58,0,78,12,0,0,4,1244,86,8,0,0,7,0,0,0,0,0,0
2018,6,QUITERIANOPOLIS,6714,824,0,96,3,459,36,0,2,17,4494,750,9,2,0,11,3,0,0,0,1,7
2018,6,QUIXADA,31199,7858,0,1092,36,1410,298,0,82,77,15984,3716,162,1,0,299,48,2,0,0,22,112
2018,6,QUIXELO,5186,674,0,80,1,303,34,0,12,22,3832,169,47,0,0,4,0,0,0,0,1,7
2018,6,QUIXERAMOBIM,24900,5274,0,662,19,1080,158,0,62,46,15034,2103,169,1,0,177,27,0,0,0,7,81
2018,6,QUIXERE,8906,1864,0,299,20,371,43,0,19,16,4760,1358,47,1,0,62,31,0,0,0,2,13
2018,6,REDENCAO,7552,2308,0,251,5,380,71,0,8,47,4101,171,68,0,0,83,26,0,0,0,2,31
2018,6,RERIUTABA,5558,1186,0,117,5,281,24,0,30,36,3334,447,28,1,0,38,8,0,0,0,7,16
2018,6,RUSSAS,35685,7608,0,1007,184,1539,293,0,190,69,19064,4848,190,0,0,370,159,1,0,1,16,146
2018,6,SABOEIRO,3651,449,0,52,1,284,31,0,1,9,2553,231,13,0,0,21,2,0,0,0,1,3
2018,6,SALITRE,2648,601,0,182,2,206,38,0,0,18,1451,85,43,0,0,14,4,0,0,0,0,4
2018,6,SANTA QUITERIA,13433,2590,0,333,8,712,71,0,23,63,8248,1198,44,0,0,99,10,0,0,0,4,30
2018,6,SANTANA DO ACARAU,7096,1261,0,178,0,338,50,0,5,72,4235,838,64,0,0,31,1,0,0,0,4,19
2018,6,SANTANA DO CARIRI,3489,796,0,97,2,313,25,0,2,41,2055,109,28,0,0,15,1,0,0,0,0,5
2018,6,SAO BENEDITO,17094,4536,0,522,27,1256,217,0,14,128,7737,2343,100,1,0,77,40,0,0,0,12,84
2018,6,SAO GONCALO DO AMARANTE,14646,5696,0,460,52,781,231,2,24,109,6181,433,162,0,0,289,114,1,0,8,9,94
2018,6,SAO JOAO DO JAGUARIBE,3338,645,0,47,14,143,13,0,3,3,1866,560,10,0,0,19,13,0,0,0,0,2
2018,6,SAO LUIS DO CURU,2862,791,0,73,2,133,25,0,0,5,1614,162,12,0,0,41,2,0,0,0,1,1
2018,6,SENADOR POMPEU,8424,1685,0,205,13,419,45,0,7,31,5497,355,73,1,0,53,13,0,0,1,4,22
2018,6,SENADOR SA,1522,289,0,32,7,92,14,0,0,8,966,80,17,0,0,7,6,0,0,0,1,3
2018,6,SOBRAL,91959,24201,0,1790,250,4183,915,2,534,260,44620,12823,456,0,0,633,360,18,0,1,130,783
2018,6,SOLONOPOLE,5967,969,0,102,2,360,20,0,7,19,4259,166,24,1,0,22,2,0,0,0,2,12
2018,6,TABULEIRO DO NORTE,17763,3326,0,407,512,644,106,0,13,45,8502,3453,55,0,0,155,506,0,0,0,9,30
2018,6,TAMBORIL,7794,1455,0,148,1,454,43,0,3,28,5008,577,29,1,0,30,0,0,0,0,1,16
2018,6,TARRAFAS,2058,293,0,30,0,121,9,0,1,11,1393,184,8,0,0,6,0,0,0,0,0,2
2018,6,TAUA,23239,4361,0,578,17,1267,161,0,229,132,14275,1928,62,1,0,122,29,0,0,3,13,61
2018,6,TEJUCUOCA,3565,720,0,121,0,171,24,0,0,13,2405,66,28,0,0,11,0,0,0,0,0,6
2018,6,TIANGUA,35388,10142,0,1521,68,2719,427,0,64,172,14356,4752,248,0,0,470,81,1,0,0,92,275
2018,6,TRAIRI,10976,2841,0,276,4,806,120,0,9,29,6175,487,87,0,0,84,10,0,0,0,9,39
2018,6,TURURU,3678,896,0,74,1,273,37,0,1,13,2264,86,14,0,0,13,1,0,0,0,1,4
2018,6,UBAJARA,11223,3009,0,309,9,662,102,0,11,28,5733,1120,87,0,0,71,16,0,0,0,12,54
2018,6,UMARI,1157,368,0,15,0,73,17,0,0,5,620,49,7,0,0,2,1,0,0,0,0,0
2018,6,UMIRIM,3305,1021,0,59,1,149,31,0,0,40,1847,79,42,0,0,28,0,0,0,0,0,8
2018,6,URUBURETAMA,4845,747,0,106,3,223,28,0,0,14,3396,263,34,0,0,15,0,0,0,0,6,10
2018,6,URUOCA,3250,545,0,95,14,193,10,0,0,18,2088,209,20,0,0,19,30,0,0,0,2,7
2018,6,VARJOTA,7373,1559,0,169,0,432,38,0,16,47,4120,877,14,0,0,68,0,0,0,0,1,32
2018,6,VARZEA ALEGRE,14651,2731,0,290,7,886,82,0,53,53,9331,1037,62,1,0,72,11,0,0,0,2,33
2018,6,VICOSA DO CEARA,16349,2705,0,458,10,1532,121,2,2,58,9115,2114,97,2,0,55,15,0,0,0,10,53
